school,season,url,status,reason
Randolph College,2023,https://randolphathletics.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
Randolph College,2024,https://randolphathletics.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
Randolph College,2025,https://randolphathletics.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
Randolph College,2026,https://randolphathletics.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
Regent University,2022,,no_url,no URL (program did not exist that season or URL unknown)
Regent University,2023,,no_url,no URL (program did not exist that season or URL unknown)
Regent University,2024,,no_url,no URL (program did not exist that season or URL unknown)
Regent University,2025,,no_url,no URL (program did not exist that season or URL unknown)
Russell Sage College,2022,https://www.sagegators.com/sports/bsb/2021-22/teams/sage,unresolved,no working URL pattern found on live site
Russell Sage College,2023,https://www.sagegators.com/sports/bsb/2022-23/teams/sage,unresolved,no working URL pattern found on live site
Russell Sage College,2024,https://www.sagegators.com/sports/bsb/2023-24/teams/sage,unresolved,no working URL pattern found on live site
Russell Sage College,2025,https://www.sagegators.com/sports/bsb/2024-25/teams/sage,unresolved,no working URL pattern found on live site
Russell Sage College,2026,https://www.sagegators.com/sports/bsb/2025-26/teams/sage,unresolved,no working URL pattern found on live site
SUNY Polytechnic Institute,2022,https://wildcats.sunypoly.edu/sports/baseball/stats/2022,http_or_parse,pattern found but 2022 page missing/empty: https://wildcats.sunypoly.edu/sports/baseball/stats/2022
Salem State University,2022,https://salemstatevikings.com/sports/bsb/2021-22/teams/salemst,unresolved,no working URL pattern found on live site
Salem State University,2023,https://salemstatevikings.com/sports/bsb/2022-23/teams/salemst,unresolved,no working URL pattern found on live site
Salem State University,2024,https://salemstatevikings.com/sports/bsb/2023-24/teams/salemst,unresolved,no working URL pattern found on live site
Salem State University,2025,https://salemstatevikings.com/sports/bsb/2024-25/teams/salemst,unresolved,no working URL pattern found on live site
Salem State University,2026,https://salemstatevikings.com/sports/bsb/2025-26/teams/salemst,unresolved,no working URL pattern found on live site
Schreiner University,2022,https://schreinerathletics.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
Schreiner University,2023,https://schreinerathletics.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
Schreiner University,2024,https://schreinerathletics.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
Schreiner University,2025,https://schreinerathletics.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
Schreiner University,2026,https://schreinerathletics.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
Simpson College (IA),2022,https://simpsonathletics.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
Simpson College (IA),2023,https://simpsonathletics.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
Simpson College (IA),2024,https://simpsonathletics.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
Simpson College (IA),2025,https://simpsonathletics.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
Simpson College (IA),2026,https://simpsonathletics.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
Southern Virginia University,2022,https://knights.svu.edu/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
Southern Virginia University,2023,https://knights.svu.edu/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
Southern Virginia University,2024,https://knights.svu.edu/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
Southern Virginia University,2025,https://knights.svu.edu/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
Southern Virginia University,2026,https://knights.svu.edu/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
Southwestern University,2022,https://southwesternpirates.com/sports/baseball/stats/2022,http_or_parse,pattern found but 2022 page missing/empty: https://southwesternpirates.com/sports/baseball/stats/2022
Suffolk University,2022,https://www.gosuffolkrams.com/sports/bsb/2021-22/teams/suffolk,unresolved,no working URL pattern found on live site
Suffolk University,2023,https://www.gosuffolkrams.com/sports/bsb/2022-23/teams/suffolk,unresolved,no working URL pattern found on live site
Suffolk University,2024,https://www.gosuffolkrams.com/sports/bsb/2023-24/teams/suffolk,unresolved,no working URL pattern found on live site
Suffolk University,2025,https://www.gosuffolkrams.com/sports/bsb/2024-25/teams/suffolk,unresolved,no working URL pattern found on live site
Suffolk University,2026,https://www.gosuffolkrams.com/sports/bsb/2025-26/teams/suffolk,unresolved,no working URL pattern found on live site
Susquehanna University,2022,https://gosusqu.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
Susquehanna University,2023,https://gosusqu.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
Susquehanna University,2024,https://gosusqu.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
Susquehanna University,2025,https://gosusqu.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
Susquehanna University,2026,https://gosusqu.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
Thiel College,2022,https://thieltomcats.com/sports/bsb/2021-22/teams/thiel,unresolved,no working URL pattern found on live site
Thiel College,2023,https://thieltomcats.com/sports/bsb/2022-23/teams/thiel,unresolved,no working URL pattern found on live site
Thiel College,2024,https://thieltomcats.com/sports/bsb/2023-24/teams/thiel,unresolved,no working URL pattern found on live site
Thiel College,2025,https://thieltomcats.com/sports/bsb/2024-25/teams/thiel,unresolved,no working URL pattern found on live site
Thiel College,2026,https://thieltomcats.com/sports/bsb/2025-26/teams/thiel,unresolved,no working URL pattern found on live site
UW-Platteville,2022,https://gopioneers.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
UW-Platteville,2023,https://gopioneers.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
UW-Platteville,2024,https://gopioneers.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
UW-Platteville,2025,https://gopioneers.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
UW-Platteville,2026,https://gopioneers.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
UW-River Falls,2022,,no_url,no URL (program did not exist that season or URL unknown)
UW-River Falls,2023,,no_url,no URL (program did not exist that season or URL unknown)
UW-River Falls,2024,,no_url,no URL (program did not exist that season or URL unknown)
UW-Stout,2022,https://bluedevilathletics.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
UW-Stout,2023,https://bluedevilathletics.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
UW-Stout,2024,https://bluedevilathletics.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
UW-Stout,2025,https://bluedevilathletics.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
UW-Stout,2026,https://bluedevilathletics.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
University of Dallas,2022,https://udallascrusaders.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
University of Dallas,2023,https://udallascrusaders.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
University of Dallas,2024,https://udallascrusaders.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
University of Dallas,2025,https://udallascrusaders.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
University of Dallas,2026,https://udallascrusaders.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
University of La Verne,2022,https://laverneathletics.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
University of La Verne,2023,https://laverneathletics.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
University of La Verne,2024,https://laverneathletics.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
University of La Verne,2025,https://laverneathletics.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
University of La Verne,2026,https://laverneathletics.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
University of New England,2022,https://athletics.une.edu/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
University of New England,2023,https://athletics.une.edu/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
University of New England,2024,https://athletics.une.edu/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
University of New England,2025,https://athletics.une.edu/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
University of New England,2026,https://athletics.une.edu/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
University of Olivet,2022,https://www.olivetcomets.com/sports/bsb/2021-22/teams/olivet,unresolved,no working URL pattern found on live site
University of Olivet,2023,https://www.olivetcomets.com/sports/bsb/2022-23/teams/olivet,unresolved,no working URL pattern found on live site
University of Olivet,2024,https://www.olivetcomets.com/sports/bsb/2023-24/teams/olivet,unresolved,no working URL pattern found on live site
University of Olivet,2025,https://www.olivetcomets.com/sports/bsb/2024-25/teams/olivet,unresolved,no working URL pattern found on live site
University of Olivet,2026,https://www.olivetcomets.com/sports/bsb/2025-26/teams/olivet,unresolved,no working URL pattern found on live site
University of Saint Joseph (CT),2022,https://www.thegnac.com/sports/bsb/2021-22/teams/saintjoseph,unresolved,no working URL pattern found on live site
University of Saint Joseph (CT),2023,https://www.thegnac.com/sports/bsb/2022-23/teams/saintjoseph,unresolved,no working URL pattern found on live site
University of Saint Joseph (CT),2024,https://www.thegnac.com/sports/bsb/2023-24/teams/saintjoseph,unresolved,no working URL pattern found on live site
University of Saint Joseph (CT),2025,https://www.thegnac.com/sports/bsb/2024-25/teams/saintjoseph,unresolved,no working URL pattern found on live site
University of Saint Joseph (CT),2026,https://www.thegnac.com/sports/bsb/2025-26/teams/saintjoseph,unresolved,no working URL pattern found on live site
University of the Ozarks (AR),2022,https://ozarkseagles.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
University of the Ozarks (AR),2023,https://ozarkseagles.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
University of the Ozarks (AR),2024,https://ozarkseagles.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
University of the Ozarks (AR),2025,https://ozarkseagles.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
University of the Ozarks (AR),2026,https://ozarkseagles.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
Wentworth Institute of Technology,2022,https://www.wentworthathletics.com/sports/bsb/2021-22/teams/wentworth,unresolved,no working URL pattern found on live site
Wentworth Institute of Technology,2023,https://www.wentworthathletics.com/sports/bsb/2022-23/teams/wentworth,unresolved,no working URL pattern found on live site
Wentworth Institute of Technology,2024,https://www.wentworthathletics.com/sports/bsb/2023-24/teams/wentworth,unresolved,no working URL pattern found on live site
Wentworth Institute of Technology,2025,https://www.wentworthathletics.com/sports/bsb/2024-25/teams/wentworth,unresolved,no working URL pattern found on live site
Wentworth Institute of Technology,2026,https://www.wentworthathletics.com/sports/bsb/2025-26/teams/wentworth,unresolved,no working URL pattern found on live site
Westfield State University,2022,https://westfieldstateowls.com/sports/bsb/2021-22/teams/westfieldst,unresolved,no working URL pattern found on live site
Westfield State University,2023,https://westfieldstateowls.com/sports/bsb/2022-23/teams/westfieldst,unresolved,no working URL pattern found on live site
Westfield State University,2024,https://westfieldstateowls.com/sports/bsb/2023-24/teams/westfieldst,unresolved,no working URL pattern found on live site
Westfield State University,2025,https://westfieldstateowls.com/sports/bsb/2024-25/teams/westfieldst,unresolved,no working URL pattern found on live site
Westfield State University,2026,https://westfieldstateowls.com/sports/bsb/2025-26/teams/westfieldst,unresolved,no working URL pattern found on live site
Willamette University,2022,https://willamettebearcats.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
Willamette University,2023,https://willamettebearcats.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
Willamette University,2024,https://willamettebearcats.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
Willamette University,2025,https://willamettebearcats.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
Willamette University,2026,https://willamettebearcats.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
Wittenberg University,2022,https://wittenbergtigers.com/sports/baseball/stats/2022,unresolved,no working URL pattern found on live site
Wittenberg University,2023,https://wittenbergtigers.com/sports/baseball/stats/2023,unresolved,no working URL pattern found on live site
Wittenberg University,2024,https://wittenbergtigers.com/sports/baseball/stats/2024,unresolved,no working URL pattern found on live site
Wittenberg University,2025,https://wittenbergtigers.com/sports/baseball/stats/2025,unresolved,no working URL pattern found on live site
Wittenberg University,2026,https://wittenbergtigers.com/sports/baseball/stats/2026,unresolved,no working URL pattern found on live site
Worcester State University,2022,https://www.wsulancers.com/sports/bsb/2021-22/teams/worcesterst,unresolved,no working URL pattern found on live site
Worcester State University,2023,https://www.wsulancers.com/sports/bsb/2022-23/teams/worcesterst,unresolved,no working URL pattern found on live site
Worcester State University,2024,https://www.wsulancers.com/sports/bsb/2023-24/teams/worcesterst,unresolved,no working URL pattern found on live site
Worcester State University,2025,https://www.wsulancers.com/sports/bsb/2024-25/teams/worcesterst,unresolved,no working URL pattern found on live site
Worcester State University,2026,https://www.wsulancers.com/sports/bsb/2025-26/teams/worcesterst,unresolved,no working URL pattern found on live site
